Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
lp=0.25/250/preIO,4.036819980187488,4.022432975875063,4.051206984499913,1.694834589218731e-2,1.3976957458840585e-2,1.927650511398543e-2
lp=0.25/250/sf,6.291557261687463,6.169532914375168,6.455027322249862,0.16101277986912793,5.875794339914206e-2,0.21977369765144963
lp=0.25/300/sfrp,7.4934519386667375,7.414218957999765,7.525946611916822,5.705421779668386e-2,1.8381086856244608e-2,7.50432333926616e-2
lp=0.25/300/cfsf,5.025444441875076,4.979212624500178,5.04390106675002,3.214445789845657e-2,3.6932165001721806e-3,4.2623749359522e-2
lp=0.25/300/preIO,4.832901036812511,4.801005747875024,4.864796325749998,3.798061056261409e-2,2.7049079666442495e-2,4.603484213727364e-2
lp=0.25/300/sf,7.75749084331261,7.65753441418741,7.821010581750443,9.885286162489584e-2,4.621656187498502e-2,0.13081006443925525
lp=0.5/50/sfrp,1.2596086388335077,1.2541190221252236,1.2638855965001312,6.331072819930771e-3,5.407628954992764e-3,6.999908209150325e-3
lp=0.5/50/cfsf,0.7599034073749257,0.7438727799999469,0.768387515124914,1.2411188706023321e-2,5.274620499979676e-3,1.6106554367792e-2
lp=0.5/50/preIO,0.8100865786040762,0.7929983938125815,0.8190017425414075,1.617398686258878e-2,1.713906035376864e-3,2.0588689196351415e-2
lp=0.5/50/sf,1.5242347479789373,1.4510423869162423,1.5929746011248653,8.377527690231189e-2,3.647485713100752e-2,0.10275268728984624
lp=0.5/100/sfrp,2.0423439530000187,2.0070637259999558,2.0890142976251127,5.059766992815901e-2,1.5102204211094157e-2,6.811964752106882e-2
lp=0.5/100/cfsf,0.9325259930208555,0.9165487086874009,0.9540505853334859,2.277349975429215e-2,5.531110666728012e-3,3.051118117865077e-2
lp=0.5/100/preIO,1.1835849071460036,1.1566094245004024,1.1944361803125503,1.9226919187754987e-2,1.0221070934218965e-3,2.4037834841601484e-2
lp=0.5/100/sf,3.269397732791674,2.9523753524999847,3.4114732376666552,0.23509995654935575,0.10884746024774411,0.3281093239392893
lp=0.5/150/sfrp,3.0751622905623512,3.036268974124823,3.1335704074998603,5.569326540136693e-2,1.4281462000099054e-2,7.332945499917895e-2
lp=0.5/150/cfsf,1.6156951230000043,1.5812765580000512,1.6315185345000032,2.6098238214004546e-2,1.1957304000020486e-2,3.654260355609043e-2
lp=0.5/150/preIO,1.7994440873542885,1.757108735688064,1.823692783270701,4.119036891442605e-2,1.2324080333200982e-2,5.5999964459352645e-2
lp=0.5/150/sf,5.538157868020733,5.311665662875043,5.683979835791547,0.22881554565456866,0.10592586783152245,0.31919634425103505
lp=0.5/200/sfrp,0.8899905140625984,0.8743746311874929,0.9148000507501971,2.4951791011978922e-2,2.213458452533682e-3,3.185732197301901e-2
lp=0.5/200/cfsf,0.32927231471320134,0.3242895990329847,0.33430295947991906,6.592663628960481e-3,4.327641031672693e-3,8.704212442619073e-3
lp=0.5/200/preIO,0.45234168843751377,0.44698254300010376,0.4619226666874283,9.308786954198733e-3,6.693344356582601e-4,1.1707081808001828e-2
lp=0.5/200/sf,7.318257978937463,6.9612365791873,7.5525769290000735,0.34275567938050217,9.083228697030266e-2,0.4576689459895775
lp=0.5/250/sfrp,6.546743032374915,6.435123576249832,6.61018886049997,0.10896216382418102,3.441380063195677e-2,0.1465218637878358
lp=0.5/250/cfsf,3.58180752108323,3.5437984791666013,3.644367345499859,5.965540362388315e-2,1.0383663833333001e-2,7.578810011012206e-2
lp=0.5/250/preIO,3.720471456083279,3.6968474308748114,3.7370025271250142,2.3000070757804036e-2,1.0746203083461525e-2,2.9264589378924285e-2
lp=0.5/250/sf,8.860955572229026,8.558484197291742,9.12314986237459,0.3098201576802467,0.25625068639191234,0.3501063459571064
lp=0.5/300/sfrp,8.63244034381241,8.56911281899996,8.681964594312396,6.885961056564216e-2,2.7498020290107603e-2,8.687333714021582e-2
lp=0.5/300/cfsf,5.28562324554171,5.173205556125197,5.349103921041642,0.10889452648633169,3.700878605756103e-2,0.1466023403528995
lp=0.5/300/preIO,5.29844278006226,5.224794736499689,5.4023868989373796,9.874813630874751e-2,3.817233799986752e-2,0.1260052518649164
lp=0.5/300/sf,11.667569850083396,11.284218514750023,11.972985241749939,0.3894509948720967,0.18000228350024372,0.530212873656345
