Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
noloop/250/allIO,0.7063120358126677,0.687476342375362,0.7181427880000607,1.972253490401357e-2,9.164066749917765e-3,2.7321951840428512e-2
noloop/250/preIO,0.7110764519167484,0.7015270096668852,0.7282557292501224,1.6294829450212427e-2,1.3193179189066977e-3,2.0496579745266735e-2
noloop/250/sf-strict,0.7379407257083699,0.7279971046665423,0.7478843467501974,1.1823325990995254e-2,8.671385639799113e-3,1.429242350107595e-2
noloop/250/sf,1.0377458935831594,1.0355708567083564,1.0403786679582747,2.6551911311563786e-3,1.1448662496604811e-3,3.7010548258043677e-3
noloop/300/allIO,0.9003844281873322,0.881856901250103,0.9312206567496256,2.9214475245525364e-2,7.096412789253624e-4,3.5961430361928524e-2
noloop/300/preIO,0.8874483347709656,0.8723788555837473,0.9001419705624585,1.638493918048275e-2,1.3408386356235126e-2,1.8895161652533164e-2
noloop/300/sf-strict,0.8871490615000539,0.8696223245000283,0.906152564750073,2.0513065374460376e-2,6.841741000016555e-3,2.812099205590001e-2
noloop/300/sf,1.2186598235208521,1.1931980356873737,1.233203234020948,2.4862949364208034e-2,8.273176215109722e-3,3.358656786866236e-2
loopD/50/allIO,0.5783085044164599,0.5685474329165648,0.5838848494998388,9.363344071043025e-3,2.8164383585845693e-3,1.2480650050826601e-2
loopD/50/preIO,0.2188719499055878,0.21625924103337235,0.22174405160000485,3.91662504150317e-3,2.797747576924911e-3,5.124041091433129e-3
loopD/50/sf-strict,0.3096136905265757,0.30490397869321895,0.31441056486660274,6.354809904317521e-3,5.102328353126164e-3,6.787087913637703e-3
loopD/50/sf,0.25339759432987197,0.2461160638599904,0.2630332309998266,1.071038881784681e-2,5.43187108580461e-3,1.403539806723269e-2
loopD/100/allIO,1.1306934677917297,1.118935651999891,1.137647001125174,1.163158398018061e-2,4.298501750099604e-3,1.6058497367532374e-2
loopD/100/preIO,0.4159313462293426,0.4108006917502962,0.42070839931244564,5.817882720247175e-3,4.883657833261168e-3,6.209576649058805e-3
loopD/100/sf-strict,0.592965848791664,0.5814313290419477,0.6019182909994925,1.232357568780513e-2,1.0281892166631224e-2,1.4222244747130089e-2
loopD/100/sf,0.4587304091249962,0.44799834575019304,0.47742102074971626,1.8289894348610957e-2,7.481939873186447e-4,2.4036444726292235e-2
loopD/150/allIO,1.6640424821458548,1.6340381120003258,1.6759983777291345,2.140785607917067e-2,3.054119608199766e-3,2.7610958133638234e-2
loopD/150/preIO,0.5682541012083675,0.5628503702503167,0.5746853831249155,6.573835230894043e-3,2.918572283896787e-3,9.143587626723156e-3
loopD/150/sf-strict,0.8443475511874681,0.8296946103750997,0.8558484271248972,1.4276230314472598e-2,6.304129749878484e-3,1.7611081393488173e-2
loopD/150/sf,0.6582253083960078,0.6490715216249328,0.6748248645839491,1.6114621733384234e-2,4.242606249817982e-4,1.9412463453112243e-2
loopD/200/allIO,2.180539447208389,2.133240436000051,2.1973701581666774,3.182653794656458e-2,1.015925452310315e-3,3.98847874619926e-2
loopD/200/preIO,0.7773615164165903,0.7535535364999078,0.7906477988748293,2.3546920574869824e-2,1.3968095583322793e-2,2.8555176490068734e-2
loopD/200/sf-strict,1.149506576687486,1.1347309749997976,1.1577356768750633,1.4220171396690708e-2,6.040962265160731e-3,1.900429283394482e-2
loopD/200/sf,0.8831324132081212,0.8640093621248752,0.8985365756663366,1.9094015255094528e-2,9.625227999777053e-3,2.4460133414199902e-2
loopD/250/allIO,2.791523060562497,2.7529010306874966,2.8182691179999892,3.9354701557565624e-2,1.81198990003395e-2,5.505840725549735e-2
loopD/250/preIO,0.9587850247498295,0.9482231387498814,0.9672553899999912,1.043528121060893e-2,4.529582483930977e-3,1.2270959897362531e-2
loopD/250/sf-strict,1.4639610766876292,1.439388499062621,1.5010966490002222,3.5801985650087714e-2,8.006388624949068e-3,4.750295597022388e-2
loopD/250/sf,1.0706648233750873,1.0539812958750758,1.0834677740000793,1.6183128595756706e-2,2.5229294550806226e-3,2.052594291386865e-2
loopD/300/allIO,3.3325731356251063,3.30013483112549,3.3616358319998954,3.4123517703774905e-2,2.532277648783521e-2,3.9436605843677336e-2
loopD/300/preIO,1.1453219039374858,1.1389642142498815,1.149127302687532,6.3621030837444055e-3,2.6070733166331473e-3,8.788191970852045e-3
loopD/300/sf-strict,1.7396986965000376,1.6772925459999897,1.7638453412500517,4.3452212508432e-2,5.767806842747608e-3,5.576428738578736e-2
loopD/300/sf,1.3188177684374598,1.2860723413123953,1.3449103250000007,3.2636122460335995e-2,2.1134793335178342e-2,3.8930683762522074e-2
loopM/50/allIO,0.22160689499997566,0.2193212961944356,0.22616560911118944,4.314317803190654e-3,1.9119430743972411e-3,6.2338001895554185e-3
loopM/50/preIO,0.19621552206938556,0.1929252615832259,0.19955413787500523,4.880730907784125e-3,2.9351075990946465e-3,7.01092638023702e-3
loopM/50/sf-strict,0.17295814572821036,0.16977376906165587,0.17802012370923745,5.823604539718649e-3,2.6773060816299597e-3,9.022866373429703e-3
loopM/50/sf,0.25460230533993733,0.2449955836001209,0.2763823364995005,1.7113693081924647e-2,3.033505791023749e-3,2.349891514130506e-2
loopM/100/allIO,0.3768315177915345,0.3639357937498744,0.3880592401248464,1.4091465603352126e-2,1.2033034140131231e-2,1.5885119081425782e-2
loopM/100/preIO,0.34108558033339403,0.33424702250010796,0.3455155350000041,6.5771151734489155e-3,3.000049600508384e-3,8.56248034711382e-3
loopM/100/sf-strict,0.3281071907633456,0.32219439569989844,0.3358042384834486,8.646386842816245e-3,6.121711395222003e-3,1.0838918661944544e-2
loopM/100/sf,0.45695554229174223,0.4485420887501732,0.47211824674991476,1.476101031683355e-2,9.134913902065361e-4,1.8516547277950646e-2
loopM/150/allIO,0.5134130946663996,0.4958071354999447,0.5197788559163806,1.1824094605611957e-2,3.685811812024105e-4,1.4701095885093688e-2
loopM/150/preIO,0.496275994104091,0.4822562187083198,0.5154336782497921,1.8400079289276106e-2,7.369935166631564e-3,2.386721629017678e-2
loopM/150/sf-strict,0.44582919249999503,0.4396146025001144,0.4557021609998628,1.003308841540637e-2,2.0267204999981914e-3,1.3164293391408864e-2
loopM/150/sf,0.6812147746457148,0.6660238201876041,0.7002658191244109,1.966140195788728e-2,7.720584762302257e-3,2.7010896251581602e-2
loopM/200/allIO,0.6540408901249938,0.6439913404999895,0.664090439749998,1.270656241502047e-2,5.80352775011761e-3,1.6507104107363186e-2
loopM/200/preIO,0.6162107915624991,0.6066280282499292,0.625406666624978,1.070274810589207e-2,8.67574010203421e-3,1.190113645053468e-2
loopM/200/sf-strict,0.5899299691251562,0.5812077736252945,0.5968978365002234,9.058821924336583e-3,6.790359410313857e-3,1.0841806670701634e-2
loopM/200/sf,0.9029249423124194,0.8947572425623207,0.9109063146248673,1.0613887924469472e-2,5.177266374971623e-3,1.4424292226802764e-2
loopM/250/allIO,0.790058225895829,0.7695929931871888,0.8087583430627774,2.1737215976949324e-2,1.1290001083504362e-2,3.0149500391435952e-2
loopM/250/preIO,0.7775792268540916,0.7627694832291544,0.7884000299999343,1.4572858157359321e-2,2.2615641427636904e-3,1.8231601008355584e-2
loopM/250/sf-strict,0.7144687861875241,0.6993987972498417,0.7231409742501,1.4712264577022178e-2,4.5487743749390575e-3,2.002756044956518e-2
loopM/250/sf,1.0801065608333904,1.0575367739167327,1.113303281875119,3.131224926906064e-2,4.0982058347560635e-4,3.856888168349881e-2
loopM/300/allIO,0.9516784889373943,0.9399906716248552,0.9644084566249376,1.5257777565179372e-2,6.288980500054719e-3,1.9729968717264595e-2
loopM/300/preIO,0.8879812489584348,0.879447052625153,0.8942835703750802,8.800942319555112e-3,3.343198213962806e-3,1.1421156689009547e-2
loopM/300/sf-strict,0.8460184872085014,0.8226008850004973,0.8633278184167164,2.3719958465077944e-2,1.128331229138618e-2,3.268197402282647e-2
loopM/300/sf,1.267484517520927,1.213692600000286,1.286890815187519,3.6189709875773905e-2,8.322005833178991e-4,4.385598226552655e-2
loopDloopM/50/allIO,0.7327591428957968,0.7176415707915187,0.7587405635001687,2.5355113294355646e-2,1.488919179238421e-3,3.342361811635569e-2
loopDloopM/50/preIO,0.24373792422329946,0.23773631122331002,0.2545590822667388,1.0392158770771648e-2,2.1106526409903226e-3,1.4385417155298534e-2
loopDloopM/50/sf-strict,0.30055244217008903,0.29304209768995254,0.30806278665022546,9.410903561924592e-3,5.8803687777164385e-3,1.0695690801293185e-2
loopDloopM/50/sf,0.2771517958466211,0.26459144371996446,0.288446403666876,1.4887803884829267e-2,1.1089479817446466e-2,1.692647044174352e-2
loopDloopM/100/allIO,1.4153371418334662,1.3987369692500806,1.4319373144168517,2.0571061019290893e-2,1.0499114741600252e-2,2.497986797566543e-2
loopDloopM/100/preIO,0.41597618354177257,0.40957059541659646,0.4223135492502479,7.87177593377651e-3,4.0994729887136915e-3,9.44627255113344e-3
loopDloopM/100/sf-strict,0.583355557999956,0.5626881340000031,0.5945125056249102,1.9702044482444375e-2,3.8023624774992416e-3,2.5765866858407517e-2
loopDloopM/100/sf,0.48722300245848754,0.4652208020006583,0.4960242055832775,1.5358206720521244e-2,3.25569008320295e-3,2.032550797316018e-2
loopDloopM/150/allIO,2.172482401249946,2.1606509547500536,2.1796647669999247,1.1857273996362088e-2,4.692068910613012e-3,1.632409850589927e-2
loopDloopM/150/preIO,0.5926996395000211,0.5759422491252053,0.605280179874967,1.6666028504538175e-2,8.484130249826194e-3,2.2584349621121966e-2
loopDloopM/150/sf-strict,0.8747889658958267,0.8593555964374104,0.884562746083399,1.6027028762342584e-2,8.228381833456921e-3,2.2571578489180524e-2
loopDloopM/150/sf,0.7168537785832237,0.6959058714999173,0.7423445184996353,2.654930519605779e-2,9.119304157348886e-3,3.574848712811893e-2
loopDloopM/200/allIO,2.892527535416775,2.860079198041717,2.91159016729182,3.221330288828869e-2,1.179046990438298e-2,4.4023262578079064e-2
loopDloopM/200/preIO,0.7942501263125527,0.7855034821252502,0.81020626024997,1.5373687886952503e-2,1.0247696247915883e-3,1.90162074667181e-2
loopDloopM/200/sf-strict,1.1582969356041037,1.1467753893127224,1.1648358677706292,1.130331472745701e-2,3.2969180285279e-3,1.5101016986224831e-2
loopDloopM/200/sf,0.9340480667292658,0.9232246571252745,0.9427099339792638,1.129814756761579e-2,8.583696071935574e-3,1.3504355394185286e-2
loopDloopM/250/allIO,3.526311274520822,3.4823715279999305,3.570251021041713,5.1748542294834894e-2,4.180021397256052e-2,5.962564510153196e-2
loopDloopM/250/preIO,0.9654583054583176,0.9350945811249858,0.9977473209999062,3.496355634764897e-2,1.8075018333396028e-2,4.9250784269007426e-2
loopDloopM/250/sf-strict,1.4340788718957924,1.404963704749889,1.4456587769583393,2.1530597268482065e-2,1.0773947807777191e-3,2.674264522020708e-2
loopDloopM/250/sf,1.1548043719580505,1.1449818907498184,1.1712018332494836,1.6606811574387235e-2,1.8642798001697394e-3,2.0819768878561743e-2
loopDloopM/300/allIO,4.264914974041726,4.194295495000006,4.294920181500174,5.1248088986559186e-2,1.6926478916767795e-2,6.644233558114063e-2
loopDloopM/300/preIO,1.1729467873540216,1.1435519333749653,1.2058670645618577,3.89349207129477e-2,1.6019136208569762e-2,4.938720222598547e-2
loopDloopM/300/sf-strict,1.6797029814583009,1.663454426000044,1.6862625869583023,1.189570539574618e-2,4.534580416551193e-3,1.5148760004814354e-2
loopDloopM/300/sf,1.3399017972710112,1.290543472541799,1.430227477833796,9.014644141812428e-2,3.852991284771401e-3,0.11013517699186709
